backbone,candidate_id,effector,vLRR_Interface,n_models,af3_global_iptm_mean,af3_global_ptm_mean,af3_ranking_score_mean,pairwise_iptm_nlr_effector_mean,pairwise_pae_min_nlr_to_effector_mean,pairwise_pae_min_effector_to_nlr_mean,iLIS_mean,LIS_mean,cLIS_mean,LIA_mean,cLIA_mean,iLIA_mean,iLISA_mean,afm_lis_ipSAE_crosscheck_mean,ipSAE_official_max_mean,ipSAE_official_d0dom_max_mean,ipSAE_official_d0chn_max_mean,ipSAE_official_nlr_to_effector_mean,ipSAE_official_effector_to_nlr_mean,pDockQ_official_mean,pDockQ2_official_mean,contact_prob_max_mean,contact_prob_mean_mean,n_contact_pairs_gt0.3_mean,n_contact_pairs_gt0.5_mean,vLRR_fraction_mean,vLRR_cLIR_n_in_range_mean,nlr_pLDDT_mean,effector_pLDDT_mean,LIR_nlr_mean,LIR_effector_mean,cLIR_nlr_mean,cLIR_effector_mean,LIpLDDT_nlr_mean,LIpLDDT_effector_mean,cLIpLDDT_nlr_mean,cLIpLDDT_effector_mean,nlr_intra_PAE_mean_mean,nlr_intra_PAE_median_mean,nlr_intra_PAE_p90_mean,effector_intra_PAE_mean_mean,effector_intra_PAE_median_mean,effector_intra_PAE_p90_mean,PAE_nlr_to_effector_mean_mean,PAE_nlr_to_effector_min_mean,PAE_effector_to_nlr_mean_mean,PAE_effector_to_nlr_min_mean,AB_heavy_atom_clash_pairs_lt1p5A_mean,AB_min_heavy_atom_distance_A_mean,SASA_nlr_A2_mean,SASA_effector_A2_mean,SASA_AB_A2_mean,BSA_total_A2_mean,BSA_interface_area_A2_mean,BSA_fraction_combined_mean,n_tokens_nlr_mean,n_tokens_effector_mean,n_tokens_atp_mean,iface_res_nlr_n_mean,iface_res_effector_n_mean,geometric_contact_pairs_lt4p5A_mean,AB_heavy_atom_clash_pairs_lt1p5A_max,iLIS_median,iLIS_sd,ipSAE_official_max_median,ipSAE_official_max_sd,n_contact_pairs_gt0.3_median,n_contact_pairs_gt0.3_sd,contact_prob_max_median,contact_prob_max_sd,vLRR_fraction_median,vLRR_fraction_sd,AB_heavy_atom_clash_pairs_lt1p5A_median,AB_heavy_atom_clash_pairs_lt1p5A_sd,cLIR_consistency_nlr_jaccard,cLIR_consistency_effector_jaccard,interface_consistency_mean,models_with_cLIR,interface_model_support_fraction,models_with_iLIS_gt0,af3_has_clash_n,n_models_with_clash,critical_metric_missing_n,vLRR_class_computed,vLRR_class_agreement,ranking_mode,vLRR_fallback_to_manual,annotation_warning,ipsae_header_parsed,BSA_method,suggested_rank_within_backbone,rank_within_effector,n_in_effector_group,QC_status,QC_notes
Rx,75,sre23,No,5,0.5200000000000001,0.678,0.584,0.238,18.828000000000003,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14416,0.010620000000000001,0.31,0.0003458883553421369,1.0,0.0,,,72.38,72.38,0.0,0.0,0.0,0.0,,,,,15.673458636328093,14.3,29.139999999999997,9.136222760290558,4.640000000000001,26.340000000000003,27.937894229120225,18.86,28.60449665580518,18.58,0.0,1.9995228522005406,,,,1336.8449760991723,668.4224880495861,,784.0,119.0,31.0,15.4,18.2,37.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31,0.0,,,0.0,0.0,0.41742838044308633,0.5705001320825118,0.49396425626279905,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,26,2,7,PASS,
Rx,72,sre23,No,5,0.48200000000000004,0.666,0.546,0.20400000000000001,20.938,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12698,0.010039999999999999,0.24,0.00041337202403426076,0.0,0.0,,,72.36000000000001,70.61999999999999,0.0,0.0,0.0,0.0,,,,,15.551224924182673,14.52,28.54,9.738693918245264,5.24,27.22,28.738026127010492,20.939999999999998,29.147582226728947,20.24,0.2,1.809707151438061,,,,1390.227014680245,695.1135073401225,,779.0,119.0,31.0,15.8,19.4,36.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,,,0.0,0.447213595499958,0.2818924731182796,0.5813992616578822,0.4316458673880809,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,27,3,7,PASS,
Rx,70,sre23,No,5,0.492,0.65,0.558,0.20800000000000002,20.96,20.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.010140000000000001,0.15,0.00042203088131804447,0.0,0.0,,,70.3,72.22,0.0,0.0,0.0,0.0,,,,,16.920558180923628,16.279999999999998,29.9,8.938325024925225,4.46,26.6,28.818115246098436,20.96,29.102497205778867,20.299999999999997,1.8,1.526929420935581,,,,1457.557086507249,728.7785432536245,,812.0,119.0,31.0,16.4,21.4,40.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,,,1.0,2.9495762407505253,0.3314177211320985,0.5179163392160129,0.4246670301740557,5,1.0,0,0,3,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,28,4,7,CHECK,AB_CLASH_REPEATED
Rx,74,sre23,No,5,0.5,0.664,0.554,0.22800000000000004,21.236,22.160000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07612000000000001,0.00942,0.14,0.0004894245833926791,0.0,0.0,,,70.36,69.44,0.0,0.0,0.0,0.0,,,,,17.081844388626273,16.56,29.839999999999996,9.129202392821536,4.359999999999999,26.78,28.033174405355368,21.24,29.325664791340266,22.16,0.0,1.9165533771335426,,,,1602.349268003894,801.174634001947,,944.0,119.0,31.0,17.2,20.8,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,,0.0,0.0,0.15602538909495503,0.4284969143884199,0.2922611517416875,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,29,5,7,PASS,
Rx,76,sre23,No,5,0.49000000000000005,0.668,0.556,0.22399999999999998,20.562,19.637999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12602,0.010420000000000002,0.19,0.0003780467410844935,0.0,0.0,,,72.2,71.9,0.0,0.0,0.0,0.0,,,,,15.92862511849222,15.0,29.28,9.033817120068367,4.54,26.520000000000003,28.48866591412684,20.560000000000002,28.877157280822775,19.64,0.0,2.09922329839181,,,,1229.060734463365,614.5303672316825,,804.0,119.0,31.0,12.6,16.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,,,0.0,0.0,0.18075980392156862,0.3982868435911914,0.28952332375638,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,30,6,7,PASS,
Rx,71,sre23,No,5,0.49399999999999994,0.6719999999999999,0.558,0.20199999999999996,21.406,21.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963,0.0099,0.16,0.0004225023342670401,0.0,0.0,,,72.38,71.3,0.0,0.0,0.0,0.0,,,,,16.021906197243982,14.780000000000001,29.419999999999998,9.095291269049993,4.58,26.240000000000002,28.41527930012585,21.419999999999998,29.307653554175296,21.68,0.0,2.1818242859659867,,,,1123.2840461277751,561.6420230638876,,828.0,119.0,31.0,11.6,16.6,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,,0.0,0.0,0.14277192982456138,0.36181764786937204,0.2522947888469667,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,31,7,7,PASS,
Sr35,59,sre2,Yes,5,0.518,0.71,0.592,0.462,8.266000000000002,6.031999999999999,0.13496,0.09082000000000001,0.20052000000000003,2807.6,53.4,385.46,52.81999999999999,0.07429999999999999,0.074294,0.1577188,0.611136,0.0121972,0.074294,0.1255,0.02468,0.8,0.00042477741129816397,46.0,29.0,,,75.32000000000001,61.74000000000001,126.2,64.8,15.6,13.6,77.88,80.6,78.28,78.8,15.614246622888356,14.88,27.579999999999995,17.37170215848182,19.7,30.46,24.33467312348668,8.239999999999998,24.243146174524792,6.0200000000000005,0.0,2.068798189497356,,,,2291.085367291796,1145.542683645898,,889.0,118.0,31.0,25.8,27.4,57.4,0.0,0.1383,0.012226528534297868,0.093029,0.031216404349316086,46.0,0.0,0.8,0.0,,,0.0,0.0,0.5947002404649572,0.735165881964408,0.6649330612146827,5,1.0,5,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,1,1,12,PASS,
Sr35,63,sre2,Yes,5,0.504,0.648,0.5599999999999999,0.38999999999999996,10.222,10.943999999999999,0.06368,0.05334000000000001,0.07646,38.6,8.0,17.139999999999997,1.16,0.00246,0.002286,0.002286,0.1146182,0.002286,0.0,0.086,0.01186,0.6,0.0006507392715470609,12.0,2.0,,,71.98,56.660000000000004,2.8,20.6,2.4,5.0,49.4,70.92,49.67999999999999,68.7,18.173997144993542,18.439999999999998,29.72,16.865246994060552,19.400000000000002,30.640000000000004,26.08570537324197,10.22,27.814647854309413,10.959999999999999,0.2,1.8774847799450165,,,,2945.1091306859885,1472.5545653429942,,940.0,118.0,31.0,35.4,26.6,76.0,1.0,0.0638,0.008979253866552607,0.0,0.005111651396564518,12.0,0.0,0.6,0.0,,,0.0,0.44721359549995804,0.5390111358431849,0.6888382135076606,0.6139246746754228,5,1.0,5,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,2,2,12,PASS,
Sr35,60,sre2,Yes,5,0.47800000000000004,0.648,0.5479999999999999,0.37,11.024,11.593999999999998,0.0392,0.02968,0.0519,50.8,8.4,20.34,1.3199999999999998,0.00462,0.004295,0.004295,0.2217408,0.004295,0.0,0.07496,0.01014,0.51,0.0008009989533026057,12.0,1.0,,,71.46000000000001,57.019999999999996,3.2,22.2,2.8,3.6,52.6,74.06666666666666,52.9,68.3,18.119859225434368,18.06,30.5,16.51017963204404,20.089999999999996,29.939999999999998,26.2241750371853,11.040000000000001,28.191215270764086,11.6,0.0,1.9456142244997696,,,,3629.2043622955084,1814.6021811477542,,923.0,118.0,31.0,41.6,31.0,81.6,0.0,0.0593,0.035983954757641635,0.0,0.0058832561562454505,12.0,0.0,0.51,0.0,,,0.0,0.0,0.3014017062545143,0.4878154145596006,0.39460856040705744,5,1.0,3,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,3,3,12,PASS,
Sr35,54,sre2,Yes,5,0.48200000000000004,0.66,0.5599999999999999,0.298,13.604,13.065999999999999,0.0028799999999999997,0.006659999999999999,0.00334,0.8,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12922,0.01086,0.52,0.0006904256852770969,6.0,1.0,,,72.47999999999999,56.279999999999994,0.6,0.8,0.4,0.4,49.4,72.83333333333333,48.85,69.44999999999999,16.467053980304687,15.960000000000003,29.26,16.95547877734318,20.02,30.560000000000002,26.191135984513046,13.6,28.629372078176164,13.040000000000001,0.0,2.067915101808992,,,,2793.063627308015,1396.5318136540075,,823.0,118.0,31.0,33.4,31.0,77.2,0.0,0.0,0.00447794595769087,0.0,0.0,6.0,0.0,0.52,0.0,,,0.0,0.0,0.45443223186502485,0.3783498725991524,0.4163910522320886,5,1.0,2,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,4,4,12,PASS,
Sr35,187,sre9,Yes,5,0.46799999999999997,0.638,0.522,0.192,20.244,20.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08668,0.008900000000000002,0.34,0.0006679088566290301,1.0,0.0,,,70.4,56.760000000000005,0.0,0.0,0.0,0.0,,,,,18.354830032431973,18.440000000000005,30.440000000000005,14.419706749189507,12.559999999999999,28.9,28.03078369208521,20.24,29.83838867567718,20.400000000000002,1.6,1.4986634208791867,,,,3964.4787519538922,1982.2393759769461,,922.0,117.0,31.0,50.2,38.8,90.2,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34,0.0,,,1.0,2.5099800796022267,0.3703406898760227,0.2710952627734625,0.32071797632474264,5,1.0,0,0,3,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,5,1,5,CHECK,AB_CLASH_REPEATED
Sr35,191,sre9,Yes,5,0.49000000000000005,0.632,0.54,0.338,14.998000000000001,17.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11535999999999999,0.01022,0.25,0.000779251399941055,0.0,0.0,,,72.86,58.54,0.0,0.0,0.0,0.0,,,,,18.178081499402452,19.2,29.259999999999998,14.26434423813734,12.66,28.639999999999997,25.025523472695888,14.979999999999999,28.33818213969938,17.8,0.2,1.9329058376960753,,,,3992.0719453520023,1996.0359726760012,,1015.0,117.0,31.0,51.0,38.6,90.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,0.0,0.447213595499958,0.48177669511123283,0.5499365920850658,0.5158566435981493,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,6,2,5,PASS,
Sr35,190,sre9,Yes,5,0.51,0.7040000000000001,0.5660000000000001,0.348,12.734,14.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11259999999999999,0.01082,0.25,0.000947948717948718,0.0,0.0,,,71.12,55.67999999999999,0.0,0.0,0.0,0.0,,,,,17.040626146146145,16.520000000000003,29.48,14.64633068081344,13.76,28.580000000000002,23.733324786324786,12.719999999999999,27.984122905982908,14.720000000000002,0.0,1.925028542844893,,,,4173.115878485533,2086.5579392427667,,1000.0,117.0,31.0,54.2,37.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,0.0,0.0,0.5002530287901694,0.4925491092544611,0.4964010690223153,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,7,3,5,PASS,
Sr35,188,sre9,Yes,5,0.502,0.668,0.558,0.21800000000000003,19.1,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08908,0.0092,0.21000000000000002,0.0007836508618631523,0.0,0.0,,,71.84,58.06,0.0,0.0,0.0,0.0,,,,,17.003685376126377,16.68,29.359999999999996,14.228297966401417,12.6,28.74,27.283818937115022,19.1,29.69605901733276,19.8,0.0,1.959607044516779,,,,3824.5650338427777,1912.2825169213888,,895.0,117.0,31.0,48.0,34.2,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.1031676915590914e-17,,,0.0,0.0,0.46745875931772185,0.4322167973352184,0.4498377783264701,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,8,4,5,PASS,
Sr35,73,sre23,Yes,5,0.496,0.658,0.55,0.272,15.670000000000002,14.535999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061439999999999995,0.00998,0.21000000000000002,0.0003978482457854623,0.0,0.0,,,75.58000000000001,72.08,0.0,0.0,0.0,0.0,,,,,16.08955618355053,15.7,27.68,8.990169491525425,4.08,26.76,27.545047571048002,15.66,29.100257963650574,14.52,0.6,1.5347502063783856,,,,1551.0143019951254,775.5071509975627,,817.0,119.0,31.0,18.2,20.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,3.1031676915590914e-17,,,0.0,0.8944271909999157,0.39790324462551835,0.4645620184413287,0.4312326315334235,5,1.0,0,0,2,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,9,1,7,PASS,
Sr35,74,sre23,Yes,5,0.476,0.6460000000000001,0.532,0.244,17.479999999999997,18.246000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07098,0.00932,0.26,0.0006539438205188617,0.0,0.0,,,70.3,68.68,0.0,0.0,0.0,0.0,,,,,18.214227498526565,18.48,29.78,8.667383563594928,3.9199999999999995,26.139999999999997,26.852457568697258,17.48,29.310854385367854,18.26,0.6,1.6921148632548064,,,,2418.1158085931165,1209.0579042965583,,963.0,119.0,31.0,28.4,30.2,56.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,,,0.0,0.8944271909999159,0.22069622773394754,0.48108679548209227,0.3508915116080199,5,1.0,0,0,2,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,10,2,7,PASS,
Sr35,189,sre9,Yes,5,0.484,0.66,0.5559999999999999,0.24,18.316,20.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06404,0.009099999999999999,0.14,0.0008397886266738725,0.0,0.0,,,70.55999999999999,56.519999999999996,0.0,0.0,0.0,0.0,,,,,17.16929404690979,16.720000000000002,29.82,14.835417035072206,13.469999999999999,29.859999999999996,26.48407734342161,18.32,29.01338597650073,20.1,0.2,1.934695187551501,,,,3024.0880493944214,1512.0440246972107,,854.0,117.0,31.0,36.6,27.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,,0.0,0.44721359549995804,0.30620431228837014,0.3667043490135595,0.33645433065096486,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,11,5,5,PASS,
Sr35,55,sre2,Yes,5,0.4,0.6220000000000001,0.484,0.176,22.912,23.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13992,0.00912,0.1,0.00046155843192523087,0.0,0.0,,,72.4,54.48,0.0,0.0,0.0,0.0,,,,,17.788310400943338,18.46,28.479999999999997,17.229671157467767,20.68,30.5,28.985394243963952,22.9,30.22008882542744,23.6,1.0,1.4905858871198934,,,,2288.7390815811823,1144.3695407905911,,914.0,118.0,31.0,28.4,28.8,64.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,1.0,1.0,0.291106939075421,0.34057105445348695,0.315838996764454,5,1.0,0,0,3,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,12,5,12,CHECK,AB_CLASH_REPEATED
Sr35,69,sre20,Yes,5,0.5119999999999999,0.674,0.5579999999999999,0.21400000000000002,18.602,20.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03886,0.0089,0.11000000000000001,0.0005595063361792735,0.0,0.0,,,74.72,35.58,0.0,0.0,0.0,0.0,,,,,15.608749379036265,14.86,27.78,20.043006367700855,21.759999999999998,26.28,26.598451615570674,18.6,30.10548032993612,20.479999999999997,0.0,2.121203094583261,,,,2272.2400476116013,1136.1200238058007,,793.0,122.0,31.0,29.4,23.2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.5515838457795457e-17,,,0.0,0.0,0.4372493518278455,0.18896631489445576,0.31310783336115067,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,13,1,4,PASS,
Sr35,67,sre20,Yes,5,0.51,0.69,0.568,0.26,16.002000000000002,21.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036160000000000005,0.00894,0.12,0.0007502021612879514,0.0,0.0,,,72.44,30.339999999999996,0.0,0.0,0.0,0.0,,,,,16.290432853698924,15.780000000000001,28.559999999999995,21.18085083322043,22.839999999999996,27.68,25.427879879438358,16.0,29.988918620892445,21.04,0.0,1.918592102262035,,,,2673.3752519900013,1336.6876259950006,,892.0,122.0,31.0,36.0,25.6,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,,,0.0,0.0,0.3040056703669754,0.26077069852331175,0.2823881844451436,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,14,2,4,PASS,
Sr35,WT,avrsr35,Yes,5,0.42800000000000005,0.59,0.514,0.196,17.976,22.413999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08986,0.00912,0.14,0.00011593483508791979,0.0,0.0,,,79.47999999999999,45.14,0.0,0.0,0.0,0.0,,,,,14.160857930908369,13.16,26.939999999999998,27.00625766582861,29.839999999999996,31.48,29.10747061008185,17.98,30.915903409659034,22.400000000000002,0.0,1.91764422280771,,,,4130.5930523811485,2065.2965261905742,,959.0,584.0,31.0,51.0,42.4,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,,0.0,0.0,0.3544623400293063,0.1928233946634935,0.2736428673463999,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,15,1,1,PASS,
Sr35,64,sre2,Yes,5,0.4779999999999999,0.6519999999999999,0.548,0.19,22.702,22.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049920000000000006,0.00898,0.11000000000000001,0.000458242208857299,0.0,0.0,,,68.94,53.32000000000001,0.0,0.0,0.0,0.0,,,,,18.200754186875425,18.48,29.880000000000003,17.1631102419238,20.130000000000003,30.259999999999998,28.76897262848551,22.72,30.158293808091855,22.419999999999998,0.2,1.9880367239855832,,,,1741.973154557762,870.986577278881,,992.0,118.0,31.0,23.4,20.0,37.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.5515838457795457e-17,,,0.0,0.44721359549995804,0.203737976371941,0.21166207129228912,0.20770002383211505,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,16,6,12,PASS,
Sr35,66,sre20,Yes,5,0.472,0.66,0.526,0.26,17.102,21.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032,0.00918,0.1,0.0005401514521095115,0.0,0.0,,,72.58,30.5,0.0,0.0,0.0,0.0,,,,,17.64988318682679,17.840000000000003,28.78,21.168745427448858,23.0,26.78,25.800602646251143,17.1,30.143741532828493,21.82,0.0,2.118496576093001,,,,2107.3523192040857,1053.6761596020428,,985.0,122.0,31.0,27.8,21.8,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.25187525379312226,0.16292247841034918,0.20739886610173572,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,17,3,4,PASS,
Sr35,58,sre2,Yes,5,0.45599999999999996,0.6319999999999999,0.54,0.156,17.562,18.314000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05526,0.009040000000000001,0.26,0.0007129969096109182,0.0,0.0,,,70.58,54.82000000000001,0.0,0.0,0.0,0.0,,,,,17.702732208020993,17.76,30.160000000000004,17.06761697812545,20.26,30.220000000000006,29.703871624085842,17.559999999999995,30.326284047066054,18.32,0.6,1.9555784029063628,,,,2349.8423891415696,1174.9211945707848,,883.0,118.0,31.0,28.0,20.4,56.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,,,0.0,0.8944271909999157,0.15547143940295016,0.25740668061446054,0.20643906000870535,5,1.0,0,0,2,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,18,7,12,PASS,
Sr35,53,sre19,Yes,5,0.526,0.68,0.5820000000000001,0.20400000000000001,20.956,22.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040900000000000006,0.00884,0.1,0.0010817207740284663,0.0,0.0,,,72.24,34.160000000000004,0.0,0.0,0.0,0.0,,,,,16.52682663563196,15.919999999999998,29.0,17.61914105886709,19.28,25.619999999999997,27.440651527266915,20.96,29.900288181672796,22.080000000000002,0.0,2.090989385588844,,,,2387.0852818447356,1193.5426409223678,,845.0,74.0,31.0,29.2,25.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.17308836315120685,0.23432408469986404,0.20370622392553545,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,19,1,2,PASS,
Sr35,62,sre2,Yes,5,0.47000000000000003,0.62,0.54,0.162,23.33,21.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05245999999999999,0.008879999999999999,0.2,0.0004774997389760902,0.0,0.0,,,67.32,54.9,0.0,0.0,0.0,0.0,,,,,19.312999318351128,20.18,30.6,17.21723453570911,19.6,30.52,30.185445132774163,23.32,30.289911599902553,21.5,0.2,2.111750731843082,,,,1384.2721356228428,692.1360678114214,,974.0,118.0,31.0,18.0,13.8,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,,0.0,0.447213595499958,0.07476190476190477,0.24664304993252367,0.1607024773472142,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,20,8,12,PASS,
Sr35,65,sre2,Partially,5,0.526,0.6719999999999999,0.598,0.18,14.224,14.191999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774,0.010159999999999999,0.37,0.0008689379528501507,8.0,0.0,,,74.36,55.620000000000005,0.0,0.0,0.0,0.0,,,,,15.69147107901206,14.74,28.959999999999997,16.859277125887296,19.86,30.2,28.622223053412274,14.24,29.842561608993954,14.179999999999998,0.2,1.8242877858358262,,,,2543.1321915339313,1271.5660957669656,,793.0,118.0,31.0,35.8,19.6,79.2,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.37,0.0,,,0.0,0.447213595499958,0.4487067822226992,0.4638944713983414,0.4563006268105203,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,21,9,12,PASS,
Sr35,71,sre23,Partially,5,0.488,0.66,0.548,0.14800000000000002,25.684000000000005,24.009999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606,0.00888,0.09,0.0003929836397368864,0.0,0.0,,,71.3,71.84,0.0,0.0,0.0,0.0,,,,,16.6508283442326,16.02,29.32,8.800309072781655,4.0200000000000005,26.640000000000004,29.686701060589524,25.68,29.84408024366772,23.979999999999997,0.0,1.9680689244657699,,,,1559.0646910930639,779.5323455465319,,847.0,119.0,31.0,17.2,21.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,,,0.0,0.0,0.18210180623973726,0.40283824319828376,0.2924700247190105,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,22,3,7,PASS,
